iso3,year,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv
ABW,2000,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2001,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2002,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2003,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2004,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2005,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2006,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2007,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2008,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2009,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2010,AMR,5.97960953149759,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
ABW,2011,AMR,7.89827027880894,8,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
ABW,2012,AMR,27.4208712002507,28,,,,,1,,1,,1,,29,,,,,,,,,,,,,,,,,,,
ABW,2013,AMR,10.6920684292379,11,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
ABW,2014,AMR,1.93061374210862,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
ABW,2015,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,2016,AMR,13.349352556401,14,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
ABW,2017,AMR,7.58732537296446,8,0,,0,,,,,,,0,8,,,,,,,,,,,,,,,,,,,
ABW,2018,AMR,4.71867273173402,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
ABW,2019,AMR,1.87895755434885,2,0,0,0,,,,,,,0,2,,,,,0,,,,,,,,,,,,,,
ABW,2020,AMR,0.938218323403856,1,0,0,0,,,,,,,0,1,,,,,0,,,,,,,,,,,,,,
ABW,2021,AMR,,6,0,0,0,,,,,,,0,6,,,,,0,,,,,,,,,,,,,,
AFG,2000,EMR,36.3659957318694,7107,,,,,,,,,,,7107,,,,,,,,,,,,,,,,,,,
AFG,2001,EMR,51.4967215599337,10139,,,,,,,,,,,10139,,,,,,,,,,,,,,,,,,,
AFG,2002,EMR,65.6849135553395,13794,,,,,,,,,,,13794,,,,,,,,,,,,,,,,,,,
AFG,2003,EMR,60.975582829509,13808,,,,0,,,,,,,13949,,,,,0,,,,,,,,,,,,,,
AFG,2004,EMR,78.1368380504494,18404,,,,,,,,,,,18404,,,,,,,,,,,,,,,,,,,
AFG,2005,EMR,89.4835487543398,21844,,,,,,,,,,,21844,,,,,,,,,,,,,,,,,,,
AFG,2006,EMR,100.125991709136,25475,,,,,,,,,,,25475,,,,,,,,,,,,,,,,,,,
AFG,2007,EMR,111.063064896632,28769,,,,0,0,0,0,0,0,,28769,,,,,0,,,,,,,,,,,,,,
AFG,2008,EMR,107.090426041746,28301,,,,0,0,0,0,0,0,,28301,,,,,0,,,,,,,,,,,,,,
AFG,2009,EMR,95.4891613959267,26150,,,,1175,1175,5,5,5,5,,26358,,,,,0.044578496092268,,,,,,,0.00425531914893617,,,,,,,
AFG,2010,EMR,99.4300323891672,28029,,,,5170,5170,2,0,2,0,,28238,,,,,0.1830866208655,,,,,,,0.000386847195357834,,,,,,,
AFG,2011,EMR,95.6711333595016,27983,,,,6445,6445,5,5,4,4,,28167,,,,,0.228813860191004,,,,,,,0.000775795190069822,,,,,,,
AFG,2012,EMR,94.1329649546966,28679,,,,7275,7275,2,5,,5,,29578,,,,,0.245959835012509,,,,,,,0.000274914089347079,,,,,,,
AFG,2013,EMR,96.7210863730683,30507,,,,8247,8247,9,9,,,,31622,,,,,0.260799443425463,,,,,,,0.00109130592942888,,,,,,,
AFG,2014,EMR,97.0344670119186,31746,,,,,10443,,4,,,,32712,,,,,0.31924064563463,,,,,,,0.000383031695872834,,,,,,,
AFG,2015,EMR,106.294165236025,35878,3,14010,3,,,,,,,,37001,,,,,0.378638415177968,,,,,,,0.000214132762312634,,,,,,,
AFG,2016,EMR,121.127581897175,41954,8,16221,8,,,,,,,1,43046,,,,,0.376829438275333,,,,,,,0.000493187842919672,,,,,,,
AFG,2017,EMR,130.851648402519,46640,7,22591,3,,,,,,,1,47406,,,,,0.476543053621905,,,,,,,0.000309857908016467,,,,,,,
AFG,2018,EMR,131.982132857434,48420,7,25821,3,,,,,,,1,48800,,,,,0.529118852459016,,,,,,,0.000271097168970993,,,,,,,
AFG,2019,EMR,138.836895877279,52438,11,30789,7,,,,,,,1,52770,,,,,0.58345650938033,,,,,,,0.000357270453733476,,,,,,,
AFG,2020,EMR,117.565764135129,45818,5,29764,5,,,,,,,1,46058,,,,,0.646228668200964,,,,,,,0.000167988173632576,0.000167988173632576,6.85269400930388e-05,,,0.000167988173632576,6.85269400930388e-05,
AFG,2021,EMR,,50324,2,31278,2,,,,,,,1,50710,,,,,0.616801419838296,,,,,,,6.39427073342285e-05,6.39427073342285e-05,4.13042367660064e-05,,,6.39427073342285e-05,4.13042367660064e-05,
AGO,2000,AFR,97.9744983275042,16062,,,,,,,,,,,16062,,,,,,,,,,,,,,,,,,,
AGO,2001,AFR,128.163908139184,21713,,,,,,,,,,,21713,,,,,,,,,,,,,,,,,,,
AGO,2002,AFR,171.247784685883,29996,,,,,,,,,,,29996,,,,,,,,,,,,,,,,,,,
AGO,2003,AFR,199.063778425722,36079,,,,1,,,,,,,37053,,,,,2.69883680133862e-05,,,,,,,,,,,,,,
AGO,2004,AFR,188.784635976799,35437,,,,,,,,,,,36480,,,,,,,,,,,,,,,,,,,
AGO,2005,AFR,191.121681969511,37175,,,,,,,,,,,38317,,,,,,,,,,,,,,,,,,,
AGO,2006,AFR,250.065220604354,50419,,,,,,,,,,,54699,,,,,,,,,,,,,,,,,,,
AGO,2007,AFR,197.477876757965,41292,,,,,3800,,450,,60,,42383,,,,,,,,,0.09,0.072,0.108,,,,,0.00918367346938776,0.09,0.00918367346938776,0.09
AGO,2008,AFR,205.499641749436,44576,,,,,,,,,,,45923,,,,,,,,,,,,,,,,,,,0.09
AGO,2009,AFR,183.14198081952,41221,,,,2023,2023,306,306,29,29,,42686,,,0.09,2007,0.0473925877336832,,,,0.09,0.072,0.108,0.151260504201681,,,,0.00918367346938776,0.09,0.00918367346938776,0.09
AGO,2010,AFR,191.125862083355,44655,,,,2434,2434,1620,672,700,80,,49987,,,,,0.0486926600916238,,,,,,,,,,,,,,0.115
AGO,2011,AFR,194.730961080973,47240,,,,5107,5107,789,987,789,789,,48926,,,0.14,2011,0.104382128111842,,,,0.14,0.112,0.168,0.154493831995301,,,,0.0142857142857143,0.14,0.0142857142857143,0.14
AGO,2012,AFR,205.726533581554,51819,,,,12022,12022,1149,1149,,1149,,53426,,,,,0.225021525100138,,,,,,,0.0955747795707869,,,,,,,0.133737118475107
AGO,2013,AFR,224.144244146996,58607,,,,24445,24445,2674,2674,,,,60807,,,,,0.402009637048366,,,,,,,0.109388422990387,,,,,,,0.127474236950214
AGO,2014,AFR,197.402443061659,53552,,,,,27699,,2827,,,,55206,,,,,0.501738941419411,,,,,,,0.102061446261598,,,,,,,0.121211355425321
AGO,2015,AFR,212.263908618832,59705,1558,13469,,,,,,,,,61060,,,,,0.220586308548968,,,,,,,0.115673026950776,,,,,,,0.114948473900427
AGO,2016,AFR,204.128000291959,59513,2765,27579,,,,,,,,1,60916,,,,,0.452738196861252,,,,,,,0.10025744225679,,,,,,,0.108685592375534
AGO,2017,AFR,180.084312336197,54401,3613,32192,1401,,,,,,,1,57877,,,,,0.556214040119564,,,,,,,0.112232852882704,,,,,,,0.102422710850641
AGO,2018,AFR,211.645419147239,66189,4327,44998,2101,,,,,,,1,70362,,,,,0.639521332537449,,,,,,,0.0961598293257478,0.0961598293257478,0.00114976333653217,,,0.0961598293257478,0.00114976333653217,0.0961598293257478
AGO,2019,AFR,229.047238902838,74105,4700,61981,3842,,,,,,,0,78305,,,,,0.791533107719814,,,,,,,0.0758296897436311,0.0758296897436311,0.000975862214620819,,,0.0758296897436311,0.000975862214620819,0.0758296897436311
AGO,2020,AFR,188.901764800237,63147,5246,44763,3530,,,,,,,0,66058,,,,,0.677631778134367,,,,,,,0.117195004803074,0.117195004803074,0.00128404852970504,,,0.117195004803074,0.00128404852970504,0.117195004803074
AGO,2021,AFR,,61691,5619,45238,3597,,,,,,,0,63970,,,,,0.707175238392997,,,,,,,0.12420973517839,0.12420973517839,0.00133203558230192,,,0.12420973517839,0.00133203558230192,0.12420973517839
AIA,2000,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2001,AMR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
AIA,2002,AMR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
AIA,2003,AMR,0,0,,,,0,1,0,,0,,,1,,,,,0,,,,,,,,,,,,,,
AIA,2004,AMR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
AIA,2005,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2006,AMR,0,0,,,,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,
AIA,2007,AMR,0,0,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,
AIA,2008,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2009,AMR,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
AIA,2010,AMR,7.59186152444579,1,,,,0,0,0,0,0,0,,1,,,,,0,,,,,,,,,,,,,,
AIA,2011,AMR,0,0,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
AIA,2012,AMR,0,0,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
AIA,2013,AMR,0,0,,,,0,0,0,0,0,0,,2,0,2013,0,2013,0,,,,,,,,,,,,,,
AIA,2014,AMR,7.08215297450425,1,,,,,1,,1,,1,,1,,,,,1,,,,,,,1,1,0.248724489795918,,,1,0.248724489795918,
AIA,2015,AMR,0,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
AIA,2016,AMR,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,
AIA,2017,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2018,AMR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
AIA,2019,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2020,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA,2021,AMR,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
ALB,2000,EUR,18.9816471984314,604,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,
ALB,2001,EUR,17.5988675842177,555,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,
ALB,2002,EUR,19.0168177180395,594,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,
ALB,2003,EUR,17.9437961507163,555,,,,,,,,0,,,561,,,,,,,,,,,,,,,,,,,
ALB,2004,EUR,17.8605129852786,547,,,,145,,,,,,,581,,,,,0.249569707401033,,,,,,,,,,,,,,
ALB,2005,EUR,16.6851654370425,506,,,,81,,1,,,,,540,,,,,0.15,,,,,,,0.0123456790123457,,,,,,,
ALB,2006,EUR,15.6157032044155,469,,,,51,51,3,3,3,,,502,,,,,0.101593625498008,,,,,,,0.0588235294117647,,,,,,,
ALB,2007,EUR,14.7173265270738,438,,,,37,37,1,1,1,1,,447,,,,,0.0827740492170022,,,,,,,0.027027027027027,,,,,,,
ALB,2008,EUR,14.4662937050617,427,,,,177,177,4,4,4,4,,434,,,,,0.407834101382489,,,,,,,0.0225988700564972,,,,,,,
ALB,2009,EUR,15.1849095440057,445,,,,211,211,6,6,6,6,,447,,,,,0.472035794183445,,,,,,,0.028436018957346,,,,,,,
ALB,2010,EUR,14.7937168921936,431,,,,186,186,0,0,0,0,,445,,,,,0.417977528089888,,,,,,,0,,,,,,,
ALB,2011,EUR,14.5484432131512,422,,,,170,170,2,2,2,2,,431,,,,,0.394431554524362,,,,,,,0.0117647058823529,,,,,,,
ALB,2012,EUR,14.1069423790183,408,,,,233,233,7,7,7,7,,420,,,,,0.554761904761905,,,,,,,0.0300429184549356,,,,,,,
ALB,2013,EUR,16.4183478154245,474,,,,109,109,2,2,2,2,,474,,,,,0.229957805907173,,,,,,,0.018348623853211,,,,,,,
ALB,2014,EUR,14.1465177029106,408,,,,,41,,2,,2,,408,,,,,0.100490196078431,,,,,,,0.0487804878048781,,,,,,,
ALB,2015,EUR,14.3973195313343,415,6,183,6,,,,,,,,415,,,,,0.440963855421687,,,,,,,0.0327868852459016,,,,,,,
ALB,2016,EUR,14.4044055961289,415,6,223,6,,,,,,,1,415,,,,,0.537349397590362,,,,,,,0.0269058295964126,,,,,,,
ALB,2017,EUR,17.4691901484881,503,4,235,4,,,,,,,1,503,,,,,0.467196819085487,,,,,,,0.0170212765957447,,,,,,,
ALB,2018,EUR,15.2936396185905,440,6,215,6,,,,,,,1,440,,,,,0.488636363636364,,,,,,,0.027906976744186,,,,,,,
ALB,2019,EUR,14.3360046320605,412,8,368,8,,,,,,,1,412,,,,,0.893203883495146,,,,,,,0.0217391304347826,0.0217391304347826,0.00791465100207055,,,0.0217391304347826,0.00791465100207055,0.0217391304347826
ALB,2020,EUR,8.37156055306715,240,2,199,2,,,,,,,1,240,,,,,0.829166666666667,,,,,,,0.0100502512562814,0.0100502512562814,0.00733830969607205,,,0.0100502512562814,0.00733830969607205,0.0100502512562814
ALB,2021,EUR,,269,1,244,1,,,,,,,1,269,,,,,0.907063197026022,,,,,,,0.00409836065573771,0.00409836065573771,0.00521509337420748,,,0.00409836065573771,0.00521509337420748,0.00409836065573771
AND,2000,EUR,18.1551356339925,12,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
AND,2001,EUR,14.7449130050133,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
AND,2002,EUR,7.05726262897148,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
AND,2003,EUR,14.8835698918912,11,,,,8,,,,0,,,11,,,,,0.727272727272727,,,,,,,,,,,,,,
AND,2004,EUR,9.09882625141357,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
AND,2005,EUR,12.5272467617067,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
AND,2006,EUR,14.9586766557385,12,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
AND,2007,EUR,6.39647937775049,5,,,,0,,0,,0,,,6,,,,,0,,,,,,,,,,,,,,
AND,2008,EUR,5.25935178489251,4,,,,0,0,0,0,0,0,,4,,,,,0,,,,,,,,,,,,,,
AND,2009,EUR,10.8324757623355,8,,,,0,0,0,0,0,0,,9,,,,,0,,,,,,,,,,,,,,
AND,2010,EUR,9.78760888714887,7,,,,0,0,0,0,0,0,,7,,,,,0,,,,,,,,,,,,,,
AND,2011,EUR,4.25127892641036,3,,,,0,0,0,0,0,0,,4,,,,,0,,,,,,,,,,,,,,
AND,2012,EUR,12.6737357948545,9,,,,1,1,0,0,0,0,,9,,,,,0.111111111111111,,,,,,,0,,,,,,,
AND,2013,EUR,7.0060392057954,5,,,,1,1,1,1,1,1,,5,,,,,0.2,,,,,,,1,,,,,,,
AND,2014,EUR,8.37743120034627,6,,,,,0,,0,,0,,6,,,,,0,,,,,,,,,,,,,,
AND,2015,EUR,5.5752237058512,4,0,0,0,,,,,,,,4,,,,,0,,,,,,,,,,,,,,
AND,2016,EUR,5.51419906258616,4,0,0,0,,,,,,,1,4,,,,,0,,,,,,,,,,,,,,
AND,2017,EUR,1.35433454771998,1,0,0,0,,,,,,,1,1,,,,,0,,,,,,,,,,,,,,
AND,2018,EUR,2.66620452454908,2,0,0,0,,,,,,,1,2,,,,,0,,,,,,,,,,,,,,
AND,2019,EUR,6.54938894201171,5,0,0,0,,,,,,,1,5,,,,,0,,,,,,,,,,,,,,
AND,2020,EUR,2.57400257400257,2,0,0,0,,,,,,,1,2,,,,,0,,,,,,,,,,,,,,
AND,2021,EUR,,2,0,0,0,,,,,,,1,2,,,,,0,,,,,,,,,,,,,,
ANT,2000,AMR,2.69000876942859,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
ANT,2001,AMR,4.85769648032903,9,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,
ANT,2002,AMR,8.03384928498741,15,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
ANT,2003,AMR,4.75245015207841,9,,,,,,0,,,,,9,,,,,,,,,,,,,,,,,,,
ANT,2004,AMR,5.71972316539879,11,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
ANT,2005,AMR,,,,,,2,,2,,,,,,,,,,,,,,,,,1,,,,,,,
ANT,2006,AMR,2.51405355939703,5,,,,,1,,1,,,,5,,,,,,,,,,,,,,,,,,,
ANT,2007,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,2008,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,2009,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,2000,EMR,3.51109337584911,115,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,
ARE,2001,EMR,2.1423207355224,74,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,
ARE,2002,EMR,2.47684493987459,90,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,
ARE,2003,EMR,3.06809358367229,117,,,,443,,,,,,,117,,,,,1,,,,,,,,,,,,,,
ARE,2004,EMR,2.30383646367113,92,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,
ARE,2005,EMR,2.40598384533682,103,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,
ARE,2006,EMR,1.83712686422449,90,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,
ARE,2007,EMR,1.6517318323121,97,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,
ARE,2008,EMR,1.33072244635436,93,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,
ARE,2009,EMR,1.45133450207466,116,,,,115,,0,,,,,116,,,,,0.991379310344828,,,,,,,0,0,0.00798478590390051,,,0,0.00798478590390051,0
ARE,2010,EMR,1.54448876301895,131,,,,84,132,4,2,4,,,132,,,,,0.636363636363636,,,,,,,0.0476190476190476,0.0476190476190476,0.0204166409192573,,,0.0476190476190476,0.0204166409192573,0.0476190476190476
ARE,2011,EMR,1.20113746551832,103,,,,81,81,3,3,,3,,106,,,,,0.764150943396226,,,,,,,0.037037037037037,0.037037037037037,0.0218810065272125,,,0.037037037037037,0.0218810065272125,0.037037037037037
ARE,2012,EMR,0.911717052882705,79,,,,53,53,4,4,,,,85,,,,,0.623529411764706,,,,,,,0.0754716981132076,0.0754716981132076,0.0330694659896124,,,0.0754716981132076,0.0330694659896124,0.0754716981132076
ARE,2013,EMR,0.925518921891573,81,,,,54,54,2,2,1,,,84,,,,,0.642857142857143,,,,,,,0.037037037037037,0.037037037037037,0.0246784885604096,,,0.037037037037037,0.0246784885604096,0.037037037037037
ARE,2014,EMR,0.679044055359746,60,,,,,42,,2,,1,,61,,,,,0.688524590163934,,,,,,,0.0476190476190476,0.0476190476190476,0.032859927825695,,,0.0476190476190476,0.032859927825695,0.0476190476190476
ARE,2015,EMR,0.684094324719838,61,2,57,2,,,,,,,,62,,,,,0.919354838709677,,,,,,,0.0350877192982456,0.0350877192982456,0.0279276949032819,,,0.0350877192982456,0.0279276949032819,0.0350877192982456
ARE,2016,EMR,0.71156469407221,64,5,54,5,,,,,,,1,67,,,,,0.805970149253731,,,,,,,0.0925925925925926,0.0925925925925926,0.0402504519330422,,,0.0925925925925926,0.0402504519330422,0.0925925925925926
ARE,2017,EMR,0.727810384663227,66,5,59,5,,,,,,,1,70,,,,,0.842857142857143,,,,,,,0.0847457627118644,0.0847457627118644,0.0391187546977563,,,0.0847457627118644,0.0391187546977563,0.0847457627118644
ARE,2018,EMR,0.897138772817002,82,2,67,2,,,,,,,1,82,,,,,0.817073170731707,,,,,,,0.0298507462686567,0.0298507462686567,0.0210142049499132,,,0.0298507462686567,0.0210142049499132,0.0298507462686567
ARE,2019,EMR,0.868464815830637,80,0,61,0,,,,,,,1,80,,,,,0.7625,,,,,,,0,0,0.0114959273131868,,,0,0.0114959273131868,0
ARE,2020,EMR,0.667579096547981,62,3,52,3,,,,,,,1,62,,,,,0.838709677419355,,,,,,,0.0576923076923077,0.0576923076923077,0.0355029048147764,,,0.0576923076923077,0.0355029048147764,0.0576923076923077
ARE,2021,EMR,,67,1,50,1,,,,,,,1,68,,,,,0.735294117647059,,,,,,,0.02,0.02,0.0204078174180374,,,0.02,0.0204078174180374,0.02
ARG,2000,AMR,31.7419862881741,11767,,,,,,,,,,,13491,,,,,,,,,,,,,,,,,,,
ARG,2001,AMR,30.5652329599827,11456,,,,,,,,,,,11456,,,,,,,,,,,,,,,,,,,
ARG,2002,AMR,30.4816984693795,11548,,,,,,,,,,,11548,,,,,,,,,,,,,,,,,,,
ARG,2003,AMR,28.3294674216872,10844,,,,,,,,,,,12278,,,,,,,,,,,,,,,,,,,
ARG,2004,AMR,29.5147539633766,11413,,,,,,,,,,,12079,,,,,,,,,,,,,,,,,,,
ARG,2005,AMR,27.0690155726439,10576,,,,,,,,,,,11242,,,,,,,,,,,,,,,,,,,
ARG,2006,AMR,24.5080338348163,9675,,,,229,,221,,,,,10132,,,,,0.0226016581129096,,,,,,,,,,,,,,
ARG,2007,AMR,25.6469343261684,10227,,,,,326,,314,,,,10683,,,,,,,,,,,,,,,,,,,
ARG,2008,AMR,22.8337208767324,9196,,,,715,715,375,315,,315,,10450,,,,,0.068421052631579,,,,,,,0.524475524475525,,,,,,,
ARG,2009,AMR,18.9286599673811,7701,,,,1093,131,530,115,,,,8190,,,,,0.133455433455433,,,,,,,0.484903934126258,,,,,,,
ARG,2010,AMR,17.8490950014918,7336,,,,1121,1008,672,566,,,,7762,,,,,0.14442154083999,,,,,,,0.599464763603925,,,,,,,
ARG,2011,AMR,23.441297048174,9733,,,,1313,1053,735,559,,,,10491,,,,,0.125154894671623,,,,,,,0.55978674790556,,,,,,,
ARG,2012,AMR,20.8760578813614,8758,,,,1490,1434,722,685,,,,9606,,,,,0.155111388715386,,,,,,,0.484563758389262,,,,,,,
ARG,2013,AMR,21.0742269282098,8933,,,,1720,1720,554,775,,,,9814,,,,,0.175259832891787,,,,,,,0.322093023255814,,,,,,,
ARG,2014,AMR,21.4715776325147,9195,,,,,1580,,447,,,,10038,,,,,0.157401872883044,,,,,,,0.282911392405063,,,,,,,
ARG,2015,AMR,22.1952182839959,9601,606,1803,,,,,,,,,10557,,,,,0.170787155441887,,,,,,,0.336106489184692,,,,,,,
ARG,2016,AMR,23.6945655768457,10347,548,1887,164,,,,,,,1,11539,,,,,0.163532368489471,,,,,,,0.290408055113937,,,,,,,
ARG,2017,AMR,23.0849816055598,10170,706,2204,161,,,,,,,1,11503,,,,,0.191602190732852,,,,,,,0.32032667876588,,,,,,,
ARG,2018,AMR,23.2361279640586,10320,675,2631,130,,,,,,,1,11517,,,,,0.228444907528002,,,,,,,0.256556442417332,,,,,,,
ARG,2019,AMR,25.5802145108605,11446,738,1942,35,,,,,,,1,11907,,,,,0.163097337700512,,,,,,,0.380020597322348,,,,,,,
ARG,2020,AMR,20.698981650959,9322,474,1464,467,,,,,,,1,9785,,,,,0.149616760347471,,,,,,,0.323770491803279,,,,,,,
ARG,2021,AMR,,11927,999,2505,623,,,,,,,1,12540,,,,,0.199760765550239,,,,,,,0.398802395209581,,,,,,,
ARM,2000,EUR,42.0700749213435,1333,,,,,,,,,,,1355,,,,,,,,,,,,,,,,,,,
ARM,2001,EUR,44.332621692089,1389,,,,,,,,,,,1389,,,,,,,,,,,,,,,,,,,
ARM,2002,EUR,46.1508188147194,1433,,,,,,,,,,,1433,,,,,,,,,,,,,,,,,,,
ARM,2003,EUR,49.8686489616751,1538,,,,46,,,,,,,1570,,,,,0.0292993630573248,,,,,,,,,,,,,,
ARM,2004,EUR,54.1467082226343,1660,,,,270,269,6,8,0,,,1701,,,,,0.158730158730159,,,,,,,0.0222222222222222,,,,,,,
ARM,2005,EUR,72.3932363845912,2206,,,,270,270,6,6,2,4,,2322,,,,,0.116279069767442,,,,,,,0.0222222222222222,,,,,,,
ARM,2006,EUR,58.3845423372188,1767,,,,332,332,25,25,11,11,,2155,,,,,0.154060324825986,,,,,,,0.0753012048192771,,,,,,,
ARM,2007,EUR,55.9846864241795,1682,,,,335,335,8,8,4,4,,2129,,,,,0.15735086895256,,,,,,,0.0238805970149254,,,,,,,
ARM,2008,EUR,55.4732302279833,1655,,,,335,355,12,12,1,1,,2125,,,,,0.157647058823529,,,,,,,0.0358208955223881,,,,,,,
ARM,2009,EUR,52.6263234170947,1560,,,,521,521,17,17,6,6,,2006,,,,,0.259720837487537,,,,,,,0.0326295585412668,,,,,,,
ARM,2010,EUR,47.8567474450097,1410,,,,1242,1242,17,17,7,7,,1780,,,,,0.697752808988764,,,,,,,0.0136876006441224,0.0136876006441224,0.00327336016196227,,,0.0136876006441224,0.00327336016196227,0.0136876006441224
ARM,2011,EUR,43.0525890277012,1261,,,,1499,1499,49,49,39,39,,1582,,,,,0.947534766118837,,,,,,,0.0326884589726484,0.0326884589726484,0.00520931506379058,,,0.0326884589726484,0.00520931506379058,0.0326884589726484
ARM,2012,EUR,41.6206169252829,1213,,,,1518,1518,79,79,55,55,,1518,,,,,1,,,,,,,0.0520421607378129,0.0520421607378129,0.00658848238572348,,,0.0520421607378129,0.00658848238572348,0.0520421607378129
ARM,2013,EUR,48.1494182950556,1397,,,,1417,1417,67,67,48,48,,1417,,,,,1,,,,,,,0.0472829922371207,0.0472829922371207,0.00586549253252749,,,0.0472829922371207,0.00586549253252749,0.0472829922371207
ARM,2014,EUR,45.9872730481361,1329,,,,,1342,,84,,54,,1342,,,,,1,,,,,,,0.0625931445603577,0.0625931445603577,0.00683352814101794,,,0.0625931445603577,0.00683352814101794,0.0625931445603577
ARM,2015,EUR,40.6795676362948,1171,99,1090,99,,,,,,,,1185,,,,,0.919831223628692,,,,,,,0.0908256880733945,0.0908256880733945,0.00860272801331312,,,0.0908256880733945,0.00860272801331312,0.0908256880733945
ARM,2016,EUR,35.8359779959419,1027,57,1027,57,,,,,,,1,1080,,,,,0.950925925925926,,,,,,,0.0555014605647517,0.0555014605647517,0.00740052868552679,,,0.0555014605647517,0.00740052868552679,0.0555014605647517
ARM,2017,EUR,29.4888746996325,841,66,838,53,,,,,,,1,926,,,,,0.904967602591793,,,,,,,0.0787589498806683,0.0787589498806683,0.00957947524962055,,,0.0787589498806683,0.00957947524962055,0.0787589498806683
ARM,2018,EUR,25.8764410515988,734,72,699,71,,,,,,,1,796,,,,,0.878140703517588,,,,,,,0.103004291845494,0.103004291845494,0.0115896347505841,,,0.103004291845494,0.0115896347505841,0.103004291845494
